# EoSType = ColdBetaYe
# Nrho=4000
# RhoMin=   0.161865E-09    RhoMax=   0.161865E-02
# RhoSpacing = Log
#  rho           eps             P              cs^2
   6.061040E-05   1.601247E-03   3.647757E-08   1.013157E-03
   6.085519E-05   1.603656E-03   3.672377E-08   1.020931E-03
   6.110096E-05   1.606065E-03   3.697163E-08   1.028705E-03
   6.134773E-05   1.608474E-03   3.722116E-08   1.036479E-03
   6.159549E-05   1.610884E-03   3.747238E-08   1.044253E-03
   6.184425E-05   1.613295E-03   3.772530E-08   1.052027E-03
   6.209402E-05   1.615706E-03   3.797992E-08   1.059801E-03
   6.234480E-05   1.618117E-03   3.823626E-08   1.067575E-03
   6.259659E-05   1.620529E-03   3.849433E-08   1.075349E-03
   6.284939E-05   1.622942E-03   3.875415E-08   1.083123E-03
   6.310322E-05   1.625355E-03   3.901571E-08   1.090897E-03
   6.335807E-05   1.627768E-03   3.927905E-08   1.098671E-03
   6.361396E-05   1.630182E-03   3.954416E-08   1.106445E-03
   6.387087E-05   1.632597E-03   3.981105E-08   1.114219E-03
   6.412883E-05   1.635012E-03   4.007975E-08   1.121993E-03
   6.438782E-05   1.637427E-03   4.035027E-08   1.129767E-03
   6.464786E-05   1.639920E-03   4.063680E-08   1.138532E-03
   6.490895E-05   1.642585E-03   4.095726E-08   1.149505E-03
   6.517110E-05   1.645251E-03   4.128025E-08   1.160478E-03
   6.543430E-05   1.647917E-03   4.160578E-08   1.171451E-03
   6.569857E-05   1.650584E-03   4.193388E-08   1.182424E-03
   6.596390E-05   1.653251E-03   4.226457E-08   1.193397E-03
   6.623031E-05   1.655920E-03   4.259786E-08   1.204370E-03
   6.649779E-05   1.658588E-03   4.293379E-08   1.215343E-03
   6.676635E-05   1.661258E-03   4.327236E-08   1.226316E-03
   6.703600E-05   1.663928E-03   4.361360E-08   1.237289E-03
   6.730674E-05   1.666598E-03   4.395754E-08   1.248262E-03
   6.757857E-05   1.669269E-03   4.430418E-08   1.259236E-03
   6.785149E-05   1.671941E-03   4.465356E-08   1.270209E-03
   6.812552E-05   1.674614E-03   4.500570E-08   1.281182E-03
   6.840066E-05   1.677287E-03   4.536061E-08   1.292155E-03
   6.867691E-05   1.679960E-03   4.571832E-08   1.303128E-03
   6.895427E-05   1.682635E-03   4.607885E-08   1.314101E-03
   6.923275E-05   1.685310E-03   4.644222E-08   1.325074E-03
   6.951236E-05   1.687985E-03   4.680846E-08   1.336047E-03
   6.979310E-05   1.690661E-03   4.717759E-08   1.347020E-03
   7.007497E-05   1.693338E-03   4.754963E-08   1.357993E-03
   7.035798E-05   1.696016E-03   4.792460E-08   1.368966E-03
   7.064213E-05   1.698694E-03   4.830253E-08   1.379939E-03
   7.092743E-05   1.701372E-03   4.868344E-08   1.390912E-03
   7.121388E-05   1.704052E-03   4.906736E-08   1.401885E-03
   7.150149E-05   1.706731E-03   4.945430E-08   1.412859E-03
   7.179026E-05   1.709412E-03   4.984429E-08   1.423832E-03
   7.208020E-05   1.712093E-03   5.023736E-08   1.434805E-03
   7.237131E-05   1.714775E-03   5.063353E-08   1.445778E-03
   7.266359E-05   1.717457E-03   5.103282E-08   1.456751E-03
   7.295705E-05   1.720140E-03   5.143526E-08   1.467724E-03
   7.325170E-05   1.722824E-03   5.184088E-08   1.478697E-03
   7.354754E-05   1.725675E-03   5.227555E-08   1.491455E-03
   7.384458E-05   1.728744E-03   5.274771E-08   1.506528E-03
   7.414281E-05   1.731813E-03   5.322414E-08   1.521601E-03
   7.444225E-05   1.734883E-03   5.370487E-08   1.536673E-03
   7.474289E-05   1.737954E-03   5.418994E-08   1.551746E-03
   7.504476E-05   1.741026E-03   5.467940E-08   1.566819E-03
   7.534784E-05   1.744098E-03   5.517327E-08   1.581892E-03
   7.565214E-05   1.747172E-03   5.567161E-08   1.596965E-03
   7.595768E-05   1.750246E-03   5.617445E-08   1.612038E-03
   7.626444E-05   1.753321E-03   5.668183E-08   1.627111E-03
   7.657245E-05   1.756397E-03   5.719379E-08   1.642184E-03
   7.688170E-05   1.759474E-03   5.771037E-08   1.657257E-03
   7.719220E-05   1.762551E-03   5.823162E-08   1.672329E-03
   7.750395E-05   1.765629E-03   5.875758E-08   1.687402E-03
   7.781697E-05   1.768709E-03   5.928829E-08   1.702475E-03
   7.813124E-05   1.771788E-03   5.982380E-08   1.717548E-03
   7.844679E-05   1.774869E-03   6.036414E-08   1.732621E-03
   7.876361E-05   1.777951E-03   6.090936E-08   1.747694E-03
   7.908171E-05   1.781033E-03   6.145950E-08   1.762767E-03
   7.940109E-05   1.784116E-03   6.201462E-08   1.777840E-03
   7.972177E-05   1.787200E-03   6.257475E-08   1.792913E-03
   8.004374E-05   1.790285E-03   6.313993E-08   1.807986E-03
   8.036701E-05   1.793371E-03   6.371022E-08   1.823058E-03
   8.069158E-05   1.796457E-03   6.428567E-08   1.838131E-03
   8.101747E-05   1.799545E-03   6.486631E-08   1.853204E-03
   8.134467E-05   1.802633E-03   6.545219E-08   1.868277E-03
   8.167319E-05   1.805722E-03   6.604337E-08   1.883350E-03
   8.200304E-05   1.808811E-03   6.663989E-08   1.898423E-03
   8.233423E-05   1.811902E-03   6.724179E-08   1.913496E-03
   8.266675E-05   1.814993E-03   6.784913E-08   1.928569E-03
   8.300061E-05   1.818085E-03   6.846196E-08   1.943642E-03
   8.333582E-05   1.821178E-03   6.908032E-08   1.958714E-03
   8.367239E-05   1.824588E-03   6.974447E-08   1.976748E-03
   8.401031E-05   1.828245E-03   7.044679E-08   1.997098E-03
   8.434960E-05   1.831904E-03   7.115618E-08   2.017448E-03
   8.469026E-05   1.835563E-03   7.187271E-08   2.037798E-03
   8.503230E-05   1.839224E-03   7.259646E-08   2.058147E-03
   8.537572E-05   1.842886E-03   7.332750E-08   2.078497E-03
   8.572052E-05   1.846549E-03   7.406589E-08   2.098847E-03
   8.606672E-05   1.850213E-03   7.481173E-08   2.119197E-03
   8.641431E-05   1.853878E-03   7.556507E-08   2.139547E-03
   8.676331E-05   1.857545E-03   7.632600E-08   2.159897E-03
   8.711372E-05   1.861212E-03   7.709459E-08   2.180247E-03
   8.746554E-05   1.864881E-03   7.787092E-08   2.200597E-03
   8.781878E-05   1.868551E-03   7.865507E-08   2.220947E-03
   8.817345E-05   1.872222E-03   7.944712E-08   2.241297E-03
   8.852956E-05   1.875894E-03   8.024714E-08   2.261647E-03
   8.888710E-05   1.879567E-03   8.105521E-08   2.281997E-03
   8.924608E-05   1.883242E-03   8.187143E-08   2.302346E-03
   8.960652E-05   1.886918E-03   8.269586E-08   2.322696E-03
   8.996841E-05   1.890594E-03   8.352860E-08   2.343046E-03
   9.033176E-05   1.894272E-03   8.436972E-08   2.363396E-03
   9.069658E-05   1.897951E-03   8.521931E-08   2.383746E-03
   9.106287E-05   1.901632E-03   8.607746E-08   2.404096E-03
   9.143065E-05   1.905313E-03   8.694424E-08   2.424446E-03
   9.179990E-05   1.908996E-03   8.781976E-08   2.444796E-03
   9.217065E-05   1.912679E-03   8.870409E-08   2.465146E-03
   9.254290E-05   1.916364E-03   8.959733E-08   2.485496E-03
   9.291665E-05   1.920050E-03   9.049956E-08   2.505846E-03
   9.329191E-05   1.923737E-03   9.141088E-08   2.526196E-03
   9.366868E-05   1.927426E-03   9.233137E-08   2.546545E-03
   9.404698E-05   1.931115E-03   9.326114E-08   2.566895E-03
   9.442680E-05   1.934806E-03   9.420026E-08   2.587245E-03
   9.480816E-05   1.938498E-03   9.514885E-08   2.607595E-03
   9.519106E-05   1.942737E-03   9.616324E-08   2.632779E-03
   9.557551E-05   1.947227E-03   9.721441E-08   2.660168E-03
   9.596150E-05   1.951719E-03   9.827706E-08   2.687557E-03
   9.634906E-05   1.956213E-03   9.935134E-08   2.714946E-03
   9.673818E-05   1.960708E-03   1.004374E-07   2.742334E-03
   9.712887E-05   1.965205E-03   1.015352E-07   2.769723E-03
   9.752115E-05   1.969704E-03   1.026451E-07   2.797112E-03
   9.791500E-05   1.974204E-03   1.037671E-07   2.824501E-03
   9.831045E-05   1.978706E-03   1.049014E-07   2.851890E-03
   9.870749E-05   1.983210E-03   1.060481E-07   2.879279E-03
   9.910614E-05   1.987716E-03   1.072073E-07   2.906668E-03
   9.950639E-05   1.992223E-03   1.083792E-07   2.934057E-03
   9.990827E-05   1.996732E-03   1.095639E-07   2.961446E-03
   1.003118E-04   2.001243E-03   1.107616E-07   2.988834E-03
   1.007169E-04   2.005755E-03   1.119723E-07   3.016223E-03
   1.011236E-04   2.010269E-03   1.131963E-07   3.043612E-03
   1.015321E-04   2.014785E-03   1.144336E-07   3.071001E-03
   1.019421E-04   2.019303E-03   1.156845E-07   3.098390E-03
   1.023538E-04   2.023822E-03   1.169491E-07   3.125779E-03
   1.027672E-04   2.028343E-03   1.182274E-07   3.153168E-03
   1.031822E-04   2.032866E-03   1.195198E-07   3.180557E-03
   1.035990E-04   2.037390E-03   1.208263E-07   3.207946E-03
   1.040174E-04   2.041917E-03   1.221470E-07   3.235335E-03
   1.044374E-04   2.046444E-03   1.234822E-07   3.262723E-03
   1.048592E-04   2.050974E-03   1.248320E-07   3.290112E-03
   1.052827E-04   2.055505E-03   1.261966E-07   3.317501E-03
   1.057079E-04   2.060039E-03   1.275760E-07   3.344890E-03
   1.061348E-04   2.064573E-03   1.289706E-07   3.372279E-03
   1.065635E-04   2.069110E-03   1.303803E-07   3.399668E-03
   1.069939E-04   2.073648E-03   1.318055E-07   3.427057E-03
   1.074260E-04   2.078188E-03   1.332463E-07   3.454446E-03
   1.078598E-04   2.082730E-03   1.347028E-07   3.481835E-03
   1.082954E-04   2.088167E-03   1.362521E-07   3.517595E-03
   1.087328E-04   2.093814E-03   1.378372E-07   3.555289E-03
   1.091719E-04   2.099463E-03   1.394406E-07   3.592983E-03
   1.096129E-04   2.105114E-03   1.410628E-07   3.630677E-03
   1.100555E-04   2.110769E-03   1.427038E-07   3.668371E-03
   1.105000E-04   2.116426E-03   1.443639E-07   3.706065E-03
   1.109463E-04   2.122085E-03   1.460433E-07   3.743759E-03
   1.113944E-04   2.127748E-03   1.477423E-07   3.781453E-03
   1.118443E-04   2.133413E-03   1.494610E-07   3.819147E-03
   1.122960E-04   2.139080E-03   1.511997E-07   3.856841E-03
   1.127495E-04   2.144751E-03   1.529586E-07   3.894535E-03
   1.132048E-04   2.150424E-03   1.547380E-07   3.932229E-03
   1.136620E-04   2.156100E-03   1.565381E-07   3.969923E-03
   1.141211E-04   2.161778E-03   1.583592E-07   4.007617E-03
   1.145820E-04   2.167459E-03   1.602014E-07   4.045311E-03
   1.150447E-04   2.173143E-03   1.620650E-07   4.083005E-03
   1.155094E-04   2.178829E-03   1.639504E-07   4.120699E-03
   1.159759E-04   2.184519E-03   1.658576E-07   4.158393E-03
   1.164443E-04   2.190210E-03   1.677871E-07   4.196087E-03
   1.169145E-04   2.195905E-03   1.697390E-07   4.233781E-03
   1.173867E-04   2.201602E-03   1.717136E-07   4.271475E-03
   1.178608E-04   2.207302E-03   1.737112E-07   4.309169E-03
   1.183368E-04   2.213005E-03   1.757320E-07   4.346863E-03
   1.188147E-04   2.218710E-03   1.777763E-07   4.384557E-03
   1.192946E-04   2.224418E-03   1.798444E-07   4.422251E-03
   1.197764E-04   2.230129E-03   1.819366E-07   4.459945E-03
   1.202601E-04   2.235842E-03   1.840531E-07   4.497639E-03
   1.207458E-04   2.241559E-03   1.861942E-07   4.535333E-03
   1.212334E-04   2.247277E-03   1.883602E-07   4.573027E-03
   1.217231E-04   2.252999E-03   1.905515E-07   4.610721E-03
   1.222147E-04   2.258723E-03   1.927682E-07   4.648415E-03
   1.227082E-04   2.264450E-03   1.950107E-07   4.686109E-03
   1.232038E-04   2.271598E-03   1.973999E-07   4.739889E-03
   1.237014E-04   2.278844E-03   1.998265E-07   4.794732E-03
   1.242010E-04   2.286094E-03   2.022828E-07   4.849574E-03
   1.247026E-04   2.293349E-03   2.047694E-07   4.904416E-03
   1.252062E-04   2.300608E-03   2.072865E-07   4.959258E-03
   1.257119E-04   2.307871E-03   2.098346E-07   5.014100E-03
   1.262196E-04   2.315139E-03   2.124140E-07   5.068942E-03
   1.267294E-04   2.322411E-03   2.150251E-07   5.123784E-03
   1.272412E-04   2.329687E-03   2.176683E-07   5.178626E-03
   1.277551E-04   2.336967E-03   2.203440E-07   5.233468E-03
   1.282710E-04   2.344252E-03   2.230526E-07   5.288311E-03
   1.287891E-04   2.351542E-03   2.257945E-07   5.343153E-03
   1.293092E-04   2.358835E-03   2.285701E-07   5.397995E-03
   1.298314E-04   2.366133E-03   2.313798E-07   5.452837E-03
   1.303558E-04   2.373436E-03   2.342240E-07   5.507679E-03
   1.308822E-04   2.380743E-03   2.371032E-07   5.562521E-03
   1.314108E-04   2.388054E-03   2.400178E-07   5.617363E-03
   1.319416E-04   2.395369E-03   2.429682E-07   5.672205E-03
   1.324744E-04   2.402689E-03   2.459549E-07   5.727047E-03
   1.330094E-04   2.410013E-03   2.489783E-07   5.781890E-03
   1.335466E-04   2.417342E-03   2.520389E-07   5.836732E-03
   1.340860E-04   2.424675E-03   2.551371E-07   5.891574E-03
   1.346275E-04   2.432012E-03   2.582734E-07   5.946416E-03
   1.351712E-04   2.439354E-03   2.614482E-07   6.001258E-03
   1.357171E-04   2.446700E-03   2.646621E-07   6.056100E-03
   1.362652E-04   2.454051E-03   2.679154E-07   6.110942E-03
   1.368156E-04   2.461406E-03   2.712088E-07   6.165784E-03
   1.373681E-04   2.468765E-03   2.745426E-07   6.220626E-03
   1.379229E-04   2.476129E-03   2.779174E-07   6.275469E-03
   1.384799E-04   2.483497E-03   2.813338E-07   6.330311E-03
   1.390392E-04   2.490869E-03   2.847921E-07   6.385153E-03
   1.396007E-04   2.498389E-03   2.882828E-07   6.443407E-03
   1.401645E-04   2.508002E-03   2.916670E-07   6.551760E-03
   1.407306E-04   2.517624E-03   2.950909E-07   6.660113E-03
   1.412990E-04   2.527253E-03   2.985550E-07   6.768466E-03
   1.418696E-04   2.536889E-03   3.020598E-07   6.876819E-03
   1.424426E-04   2.546533E-03   3.056057E-07   6.985172E-03
   1.430179E-04   2.556184E-03   3.091932E-07   7.093526E-03
   1.435955E-04   2.565843E-03   3.128229E-07   7.201879E-03
   1.441754E-04   2.575510E-03   3.164951E-07   7.310232E-03
   1.447577E-04   2.585184E-03   3.202105E-07   7.418585E-03
   1.453423E-04   2.594865E-03   3.239695E-07   7.526938E-03
   1.459293E-04   2.604554E-03   3.277726E-07   7.635291E-03
   1.465187E-04   2.614251E-03   3.316203E-07   7.743644E-03
   1.471104E-04   2.623955E-03   3.355133E-07   7.851997E-03
   1.477045E-04   2.633666E-03   3.394519E-07   7.960350E-03
   1.483011E-04   2.643386E-03   3.434367E-07   8.068703E-03
   1.489000E-04   2.653112E-03   3.474684E-07   8.177057E-03
   1.495014E-04   2.662847E-03   3.515474E-07   8.285410E-03
   1.501052E-04   2.672589E-03   3.556742E-07   8.393763E-03
   1.507114E-04   2.682338E-03   3.598495E-07   8.502116E-03
   1.513201E-04   2.692095E-03   3.640738E-07   8.610469E-03
   1.519312E-04   2.701860E-03   3.683477E-07   8.718822E-03
   1.525448E-04   2.711632E-03   3.726718E-07   8.827175E-03
   1.531609E-04   2.721412E-03   3.770466E-07   8.935528E-03
   1.537794E-04   2.731199E-03   3.814728E-07   9.043881E-03
   1.544005E-04   2.740995E-03   3.859509E-07   9.152234E-03
   1.550241E-04   2.750797E-03   3.904817E-07   9.260588E-03
   1.556502E-04   2.760608E-03   3.950656E-07   9.368941E-03
   1.562788E-04   2.770426E-03   3.997033E-07   9.477294E-03
   1.569099E-04   2.780251E-03   4.043954E-07   9.585647E-03
   1.575436E-04   2.790085E-03   4.091427E-07   9.694000E-03
   1.581799E-04   2.799925E-03   4.139456E-07   9.802353E-03
   1.588187E-04   2.810273E-03   4.190534E-07   9.909375E-03
   1.594602E-04   2.822766E-03   4.253017E-07   1.001070E-02
   1.601042E-04   2.835272E-03   4.316432E-07   1.011203E-02
   1.607508E-04   2.847789E-03   4.380792E-07   1.021336E-02
   1.614000E-04   2.860319E-03   4.446113E-07   1.031468E-02
   1.620518E-04   2.872862E-03   4.512407E-07   1.041601E-02
   1.627063E-04   2.885417E-03   4.579689E-07   1.051734E-02
   1.633634E-04   2.897984E-03   4.647975E-07   1.061866E-02
   1.640232E-04   2.910564E-03   4.717279E-07   1.071999E-02
   1.646856E-04   2.923156E-03   4.787616E-07   1.082132E-02
   1.653507E-04   2.935760E-03   4.859002E-07   1.092265E-02
   1.660185E-04   2.948377E-03   4.931453E-07   1.102397E-02
   1.666890E-04   2.961006E-03   5.004984E-07   1.112530E-02
   1.673622E-04   2.973648E-03   5.079611E-07   1.122663E-02
   1.680381E-04   2.986302E-03   5.155351E-07   1.132795E-02
   1.687168E-04   2.998969E-03   5.232220E-07   1.142928E-02
   1.693982E-04   3.011648E-03   5.310236E-07   1.153061E-02
   1.700823E-04   3.024340E-03   5.389414E-07   1.163193E-02
   1.707692E-04   3.037044E-03   5.469773E-07   1.173326E-02
   1.714589E-04   3.049761E-03   5.551331E-07   1.183459E-02
   1.721514E-04   3.062490E-03   5.634104E-07   1.193592E-02
   1.728466E-04   3.075232E-03   5.718112E-07   1.203724E-02
   1.735447E-04   3.087987E-03   5.803372E-07   1.213857E-02
   1.742456E-04   3.100754E-03   5.889904E-07   1.223990E-02
   1.749493E-04   3.113533E-03   5.977726E-07   1.234122E-02
   1.756559E-04   3.126325E-03   6.066857E-07   1.244255E-02
   1.763653E-04   3.139130E-03   6.157318E-07   1.254388E-02
   1.770776E-04   3.151948E-03   6.249127E-07   1.264520E-02
   1.777927E-04   3.164778E-03   6.342305E-07   1.274653E-02
   1.785108E-04   3.177621E-03   6.436872E-07   1.284786E-02
   1.792317E-04   3.190476E-03   6.532850E-07   1.294919E-02
   1.799556E-04   3.203344E-03   6.630258E-07   1.305051E-02
   1.806824E-04   3.217607E-03   6.727587E-07   1.316366E-02
   1.814121E-04   3.234892E-03   6.822968E-07   1.330250E-02
   1.821447E-04   3.252200E-03   6.919702E-07   1.344133E-02
   1.828804E-04   3.269531E-03   7.017806E-07   1.358017E-02
   1.836190E-04   3.286884E-03   7.117302E-07   1.371901E-02
   1.843605E-04   3.304261E-03   7.218208E-07   1.385784E-02
   1.851051E-04   3.321661E-03   7.320545E-07   1.399668E-02
   1.858527E-04   3.339083E-03   7.424333E-07   1.413552E-02
   1.866033E-04   3.356529E-03   7.529592E-07   1.427435E-02
   1.873569E-04   3.373998E-03   7.636344E-07   1.441319E-02
   1.881136E-04   3.391489E-03   7.744609E-07   1.455203E-02
   1.888733E-04   3.409004E-03   7.854409E-07   1.469086E-02
   1.896361E-04   3.426542E-03   7.965766E-07   1.482970E-02
   1.904020E-04   3.444104E-03   8.078701E-07   1.496854E-02
   1.911709E-04   3.461688E-03   8.193238E-07   1.510737E-02
   1.919430E-04   3.479296E-03   8.309399E-07   1.524621E-02
   1.927182E-04   3.496927E-03   8.427206E-07   1.538505E-02
   1.934965E-04   3.514581E-03   8.546684E-07   1.552388E-02
   1.942780E-04   3.532259E-03   8.667855E-07   1.566272E-02
   1.950626E-04   3.549960E-03   8.790744E-07   1.580156E-02
   1.958504E-04   3.567685E-03   8.915376E-07   1.594039E-02
   1.966414E-04   3.585433E-03   9.041775E-07   1.607923E-02
   1.974356E-04   3.603204E-03   9.169966E-07   1.621806E-02
   1.982329E-04   3.620999E-03   9.299974E-07   1.635690E-02
   1.990335E-04   3.638817E-03   9.431825E-07   1.649574E-02
   1.998374E-04   3.656659E-03   9.565546E-07   1.663457E-02
   2.006444E-04   3.674525E-03   9.701162E-07   1.677341E-02
   2.014548E-04   3.692414E-03   9.838702E-07   1.691225E-02
   2.022684E-04   3.710327E-03   9.978191E-07   1.705108E-02
   2.030853E-04   3.728263E-03   1.011966E-06   1.718992E-02
   2.039055E-04   3.746223E-03   1.026313E-06   1.732876E-02
   2.047290E-04   3.764207E-03   1.040864E-06   1.746759E-02
   2.055558E-04   3.784619E-03   1.055389E-06   1.761999E-02
   2.063860E-04   3.808115E-03   1.069819E-06   1.778960E-02
   2.072195E-04   3.831651E-03   1.084447E-06   1.795921E-02
   2.080564E-04   3.855228E-03   1.099275E-06   1.812882E-02
   2.088967E-04   3.878846E-03   1.114305E-06   1.829843E-02
   2.097403E-04   3.902504E-03   1.129541E-06   1.846803E-02
   2.105874E-04   3.926203E-03   1.144985E-06   1.863764E-02
   2.114379E-04   3.949943E-03   1.160641E-06   1.880725E-02
   2.122918E-04   3.973724E-03   1.176510E-06   1.897686E-02
   2.131492E-04   3.997546E-03   1.192597E-06   1.914646E-02
   2.140100E-04   4.021409E-03   1.208903E-06   1.931607E-02
   2.148743E-04   4.045313E-03   1.225433E-06   1.948568E-02
   2.157422E-04   4.069258E-03   1.242188E-06   1.965529E-02
   2.166135E-04   4.093244E-03   1.259172E-06   1.982489E-02
   2.174883E-04   4.117272E-03   1.276389E-06   1.999450E-02
   2.183667E-04   4.141341E-03   1.293841E-06   2.016411E-02
   2.192486E-04   4.165451E-03   1.311532E-06   2.033372E-02
   2.201340E-04   4.189603E-03   1.329464E-06   2.050333E-02
   2.210231E-04   4.213797E-03   1.347642E-06   2.067293E-02
   2.219157E-04   4.238032E-03   1.366069E-06   2.084254E-02
   2.228120E-04   4.262310E-03   1.384747E-06   2.101215E-02
   2.237118E-04   4.286628E-03   1.403681E-06   2.118176E-02
   2.246153E-04   4.310989E-03   1.422873E-06   2.135136E-02
   2.255225E-04   4.335392E-03   1.442328E-06   2.152097E-02
   2.264333E-04   4.359837E-03   1.462049E-06   2.169058E-02
   2.273478E-04   4.384324E-03   1.482040E-06   2.186019E-02
   2.282659E-04   4.408853E-03   1.502304E-06   2.202979E-02
   2.291878E-04   4.433424E-03   1.522845E-06   2.219940E-02
   2.301135E-04   4.458038E-03   1.543667E-06   2.236901E-02
   2.310428E-04   4.482694E-03   1.564773E-06   2.253862E-02
   2.319759E-04   4.507392E-03   1.586168E-06   2.270823E-02
   2.329128E-04   4.532133E-03   1.607856E-06   2.287783E-02
   2.338534E-04   4.560633E-03   1.629429E-06   2.307196E-02
   2.347979E-04   4.592039E-03   1.650971E-06   2.328486E-02
   2.357462E-04   4.623514E-03   1.672799E-06   2.349775E-02
   2.366983E-04   4.655057E-03   1.694915E-06   2.371064E-02
   2.376542E-04   4.686669E-03   1.717323E-06   2.392354E-02
   2.386140E-04   4.718350E-03   1.740028E-06   2.413643E-02
   2.395777E-04   4.750099E-03   1.763032E-06   2.434932E-02
   2.405453E-04   4.781918E-03   1.786341E-06   2.456221E-02
   2.415168E-04   4.813806E-03   1.809958E-06   2.477511E-02
   2.424922E-04   4.845764E-03   1.833888E-06   2.498800E-02
   2.434715E-04   4.877791E-03   1.858133E-06   2.520089E-02
   2.444548E-04   4.909889E-03   1.882700E-06   2.541379E-02
   2.454421E-04   4.942056E-03   1.907591E-06   2.562668E-02
   2.464333E-04   4.974293E-03   1.932811E-06   2.583957E-02
   2.474286E-04   5.006600E-03   1.958365E-06   2.605246E-02
   2.484279E-04   5.038978E-03   1.984256E-06   2.626536E-02
   2.494312E-04   5.071426E-03   2.010490E-06   2.647825E-02
   2.504386E-04   5.103945E-03   2.037070E-06   2.669114E-02
   2.514500E-04   5.136535E-03   2.064002E-06   2.690404E-02
   2.524655E-04   5.169195E-03   2.091290E-06   2.711693E-02
   2.534851E-04   5.201927E-03   2.118939E-06   2.732982E-02
   2.545089E-04   5.234730E-03   2.146953E-06   2.754272E-02
   2.555368E-04   5.267605E-03   2.175338E-06   2.775561E-02
   2.565688E-04   5.300551E-03   2.204098E-06   2.796850E-02
   2.576050E-04   5.333569E-03   2.233238E-06   2.818139E-02
   2.586454E-04   5.366659E-03   2.262764E-06   2.839429E-02
   2.596899E-04   5.399822E-03   2.292680E-06   2.860718E-02
   2.607387E-04   5.433056E-03   2.322991E-06   2.882007E-02
   2.617918E-04   5.466363E-03   2.353703E-06   2.903297E-02
   2.628491E-04   5.499742E-03   2.384821E-06   2.924586E-02
   2.639106E-04   5.533194E-03   2.416351E-06   2.945875E-02
   2.649765E-04   5.566719E-03   2.448297E-06   2.967165E-02
   2.660466E-04   5.605653E-03   2.480018E-06   2.992125E-02
   2.671211E-04   5.647065E-03   2.511856E-06   3.018718E-02
   2.681999E-04   5.688589E-03   2.544104E-06   3.045310E-02
   2.692831E-04   5.730223E-03   2.576766E-06   3.071903E-02
   2.703706E-04   5.771969E-03   2.609847E-06   3.098495E-02
   2.714626E-04   5.813827E-03   2.643352E-06   3.125088E-02
   2.725589E-04   5.855796E-03   2.677288E-06   3.151681E-02
   2.736597E-04   5.897879E-03   2.711659E-06   3.178273E-02
   2.747649E-04   5.940074E-03   2.746472E-06   3.204866E-02
   2.758746E-04   5.982382E-03   2.781732E-06   3.231458E-02
   2.769888E-04   6.024803E-03   2.817444E-06   3.258051E-02
   2.781074E-04   6.067338E-03   2.853615E-06   3.284644E-02
   2.792306E-04   6.109987E-03   2.890250E-06   3.311236E-02
   2.803583E-04   6.152750E-03   2.927356E-06   3.337829E-02
   2.814906E-04   6.195627E-03   2.964938E-06   3.364421E-02
   2.826274E-04   6.238620E-03   3.003002E-06   3.391014E-02
   2.837689E-04   6.281727E-03   3.041555E-06   3.417607E-02
   2.849149E-04   6.324950E-03   3.080603E-06   3.444199E-02
   2.860656E-04   6.368289E-03   3.120152E-06   3.470792E-02
   2.872209E-04   6.411744E-03   3.160209E-06   3.497384E-02
   2.883809E-04   6.455315E-03   3.200780E-06   3.523977E-02
   2.895456E-04   6.499003E-03   3.241873E-06   3.550570E-02
   2.907150E-04   6.542808E-03   3.283492E-06   3.577162E-02
   2.918891E-04   6.586730E-03   3.325646E-06   3.603755E-02
   2.930679E-04   6.630770E-03   3.368341E-06   3.630347E-02
   2.942515E-04   6.674928E-03   3.411585E-06   3.656940E-02
   2.954399E-04   6.719205E-03   3.455383E-06   3.683533E-02
   2.966331E-04   6.763599E-03   3.499744E-06   3.710125E-02
   2.978311E-04   6.808113E-03   3.544674E-06   3.736718E-02
   2.990339E-04   6.852746E-03   3.590181E-06   3.763310E-02
   3.002416E-04   6.897498E-03   3.636273E-06   3.789903E-02
   3.014542E-04   6.942371E-03   3.682956E-06   3.816496E-02
   3.026717E-04   6.994583E-03   3.729250E-06   3.848389E-02
   3.038941E-04   7.048571E-03   3.775904E-06   3.881463E-02
   3.051214E-04   7.102732E-03   3.823141E-06   3.914537E-02
   3.063537E-04   7.157067E-03   3.870970E-06   3.947611E-02
   3.075909E-04   7.211575E-03   3.919396E-06   3.980685E-02
   3.088332E-04   7.266259E-03   3.968429E-06   4.013759E-02
   3.100805E-04   7.321117E-03   4.018074E-06   4.046833E-02
   3.113328E-04   7.376151E-03   4.068341E-06   4.079906E-02
   3.125901E-04   7.431362E-03   4.119237E-06   4.112980E-02
   3.138526E-04   7.486749E-03   4.170770E-06   4.146054E-02
   3.151201E-04   7.542314E-03   4.222947E-06   4.179128E-02
   3.163928E-04   7.598057E-03   4.275777E-06   4.212202E-02
   3.176706E-04   7.653978E-03   4.329268E-06   4.245276E-02
   3.189536E-04   7.710079E-03   4.383428E-06   4.278350E-02
   3.202417E-04   7.766359E-03   4.438265E-06   4.311424E-02
   3.215351E-04   7.822820E-03   4.493789E-06   4.344498E-02
   3.228336E-04   7.879462E-03   4.550007E-06   4.377571E-02
   3.241374E-04   7.936285E-03   4.606928E-06   4.410645E-02
   3.254465E-04   7.993290E-03   4.664562E-06   4.443719E-02
   3.267609E-04   8.050478E-03   4.722917E-06   4.476793E-02
   3.280806E-04   8.107849E-03   4.782001E-06   4.509867E-02
   3.294056E-04   8.165403E-03   4.841825E-06   4.542941E-02
