# EoSType = ColdBetaYe
# Nrho=4000
# RhoMin=   0.161865E-09    RhoMax=   0.161865E-02
# RhoSpacing = Log
#  rho           eps             P              cs^2
   1.087954E-08  -7.709289E-03   7.835441E-12   9.627637E-04
   1.092348E-08  -7.706407E-03   7.876015E-12   9.638532E-04
   1.096760E-08  -7.703522E-03   7.916799E-12   9.649422E-04
   1.101189E-08  -7.700635E-03   7.957794E-12   9.660307E-04
   1.105637E-08  -7.697745E-03   7.999001E-12   9.671185E-04
   1.110102E-08  -7.694852E-03   8.040422E-12   9.682058E-04
   1.114585E-08  -7.691957E-03   8.082057E-12   9.692926E-04
   1.119087E-08  -7.689059E-03   8.123908E-12   9.703788E-04
   1.123606E-08  -7.686158E-03   8.165978E-12   9.714648E-04
   1.128144E-08  -7.683255E-03   8.208264E-12   9.725498E-04
   1.132700E-08  -7.680349E-03   8.250771E-12   9.736347E-04
   1.137275E-08  -7.677441E-03   8.293496E-12   9.747186E-04
   1.141868E-08  -7.674530E-03   8.336445E-12   9.758023E-04
   1.146480E-08  -7.671616E-03   8.379616E-12   9.768855E-04
   1.151110E-08  -7.668700E-03   8.423011E-12   9.779681E-04
   1.155759E-08  -7.665781E-03   8.466630E-12   9.790502E-04
   1.160427E-08  -7.662859E-03   8.510476E-12   9.801317E-04
   1.165113E-08  -7.659935E-03   8.554548E-12   9.812126E-04
   1.169819E-08  -7.657008E-03   8.598849E-12   9.822930E-04
   1.174543E-08  -7.654078E-03   8.643379E-12   9.833728E-04
   1.179287E-08  -7.651146E-03   8.688140E-12   9.844520E-04
   1.184050E-08  -7.648210E-03   8.733055E-12   9.855723E-04
   1.188831E-08  -7.645272E-03   8.778194E-12   9.866975E-04
   1.193633E-08  -7.642331E-03   8.823566E-12   9.878221E-04
   1.198453E-08  -7.639289E-03   8.869086E-12   9.889437E-04
   1.203294E-08  -7.636233E-03   8.914832E-12   9.900646E-04
   1.208153E-08  -7.633176E-03   8.960818E-12   9.911852E-04
   1.213033E-08  -7.630115E-03   9.007037E-12   9.923048E-04
   1.217932E-08  -7.627052E-03   9.053495E-12   9.934237E-04
   1.222850E-08  -7.623986E-03   9.100196E-12   9.945425E-04
   1.227789E-08  -7.620918E-03   9.147138E-12   9.956606E-04
   1.232748E-08  -7.617847E-03   9.194318E-12   9.967777E-04
   1.237726E-08  -7.614773E-03   9.241746E-12   9.978946E-04
   1.242725E-08  -7.611697E-03   9.289418E-12   9.990109E-04
   1.247744E-08  -7.608618E-03   9.337336E-12   1.000127E-03
   1.252783E-08  -7.605536E-03   9.385501E-12   1.001242E-03
   1.257843E-08  -7.602452E-03   9.433914E-12   1.002356E-03
   1.262923E-08  -7.599365E-03   9.482577E-12   1.003470E-03
   1.268024E-08  -7.596276E-03   9.531495E-12   1.004583E-03
   1.273145E-08  -7.593184E-03   9.580662E-12   1.005696E-03
   1.278286E-08  -7.590089E-03   9.630082E-12   1.006808E-03
   1.283449E-08  -7.586992E-03   9.679761E-12   1.007920E-03
   1.288632E-08  -7.583892E-03   9.729696E-12   1.009031E-03
   1.293837E-08  -7.580789E-03   9.779885E-12   1.010141E-03
   1.299062E-08  -7.577684E-03   9.830337E-12   1.011251E-03
   1.304309E-08  -7.574576E-03   9.881049E-12   1.012360E-03
   1.309576E-08  -7.571466E-03   9.932023E-12   1.013469E-03
   1.314865E-08  -7.568352E-03   9.983259E-12   1.014577E-03
   1.320176E-08  -7.565237E-03   1.003476E-11   1.015684E-03
   1.325507E-08  -7.562118E-03   1.008653E-11   1.016791E-03
   1.330861E-08  -7.558997E-03   1.013856E-11   1.017897E-03
   1.336235E-08  -7.555874E-03   1.019087E-11   1.019003E-03
   1.341632E-08  -7.552748E-03   1.024344E-11   1.020109E-03
   1.347050E-08  -7.549613E-03   1.029617E-11   1.021261E-03
   1.352491E-08  -7.546476E-03   1.034917E-11   1.022413E-03
   1.357953E-08  -7.543337E-03   1.040245E-11   1.023564E-03
   1.363437E-08  -7.540195E-03   1.045601E-11   1.024715E-03
   1.368944E-08  -7.537050E-03   1.050984E-11   1.025865E-03
   1.374472E-08  -7.533902E-03   1.056394E-11   1.027014E-03
   1.380024E-08  -7.530752E-03   1.061833E-11   1.028162E-03
   1.385597E-08  -7.527599E-03   1.067299E-11   1.029311E-03
   1.391193E-08  -7.524444E-03   1.072794E-11   1.030458E-03
   1.396812E-08  -7.521286E-03   1.078317E-11   1.031604E-03
   1.402453E-08  -7.518125E-03   1.083868E-11   1.032750E-03
   1.408117E-08  -7.514962E-03   1.089449E-11   1.033896E-03
   1.413804E-08  -7.511796E-03   1.095057E-11   1.035041E-03
   1.419514E-08  -7.508628E-03   1.100696E-11   1.036185E-03
   1.425247E-08  -7.505457E-03   1.106362E-11   1.037328E-03
   1.431003E-08  -7.502283E-03   1.112059E-11   1.038471E-03
   1.436782E-08  -7.499107E-03   1.117784E-11   1.039614E-03
   1.442585E-08  -7.495928E-03   1.123539E-11   1.040755E-03
   1.448411E-08  -7.492746E-03   1.129324E-11   1.041896E-03
   1.454260E-08  -7.489562E-03   1.135138E-11   1.043037E-03
   1.460134E-08  -7.486375E-03   1.140983E-11   1.044177E-03
   1.466031E-08  -7.483186E-03   1.146857E-11   1.045316E-03
   1.471951E-08  -7.479994E-03   1.152762E-11   1.046454E-03
   1.477896E-08  -7.476799E-03   1.158697E-11   1.047592E-03
   1.483865E-08  -7.473602E-03   1.164663E-11   1.048729E-03
   1.489858E-08  -7.470402E-03   1.170660E-11   1.049866E-03
   1.495875E-08  -7.467199E-03   1.176688E-11   1.051002E-03
   1.501916E-08  -7.463994E-03   1.182746E-11   1.052137E-03
   1.507982E-08  -7.460786E-03   1.188836E-11   1.053272E-03
   1.514072E-08  -7.457576E-03   1.194957E-11   1.054405E-03
   1.520187E-08  -7.454363E-03   1.201110E-11   1.055539E-03
   1.526326E-08  -7.451146E-03   1.207293E-11   1.056679E-03
   1.532491E-08  -7.447923E-03   1.213496E-11   1.057860E-03
   1.538680E-08  -7.444696E-03   1.219731E-11   1.059041E-03
   1.544894E-08  -7.441467E-03   1.225997E-11   1.060220E-03
   1.551134E-08  -7.438236E-03   1.232296E-11   1.061400E-03
   1.557398E-08  -7.435001E-03   1.238628E-11   1.062578E-03
   1.563688E-08  -7.431764E-03   1.244992E-11   1.063756E-03
   1.570003E-08  -7.428525E-03   1.251388E-11   1.064933E-03
   1.576344E-08  -7.425283E-03   1.257819E-11   1.066110E-03
   1.582710E-08  -7.422038E-03   1.264281E-11   1.067285E-03
   1.589102E-08  -7.418791E-03   1.270777E-11   1.068460E-03
   1.595520E-08  -7.415541E-03   1.277307E-11   1.069635E-03
   1.601964E-08  -7.412288E-03   1.283870E-11   1.070809E-03
   1.608434E-08  -7.409033E-03   1.290466E-11   1.071981E-03
   1.614929E-08  -7.405775E-03   1.297097E-11   1.073154E-03
   1.621452E-08  -7.402515E-03   1.303762E-11   1.074326E-03
   1.628000E-08  -7.399252E-03   1.310461E-11   1.075496E-03
   1.634575E-08  -7.395986E-03   1.317195E-11   1.076667E-03
   1.641177E-08  -7.392718E-03   1.323963E-11   1.077836E-03
   1.647805E-08  -7.389447E-03   1.330766E-11   1.079005E-03
   1.654460E-08  -7.386174E-03   1.337605E-11   1.080173E-03
   1.661141E-08  -7.382898E-03   1.344478E-11   1.081341E-03
   1.667850E-08  -7.379619E-03   1.351387E-11   1.082508E-03
   1.674586E-08  -7.376338E-03   1.358331E-11   1.083674E-03
   1.681349E-08  -7.373054E-03   1.365311E-11   1.084839E-03
   1.688140E-08  -7.369767E-03   1.372327E-11   1.086004E-03
   1.694957E-08  -7.366478E-03   1.379379E-11   1.087168E-03
   1.701803E-08  -7.363186E-03   1.386467E-11   1.088332E-03
   1.708676E-08  -7.359892E-03   1.393592E-11   1.089494E-03
   1.715577E-08  -7.356595E-03   1.400754E-11   1.090657E-03
   1.722505E-08  -7.353296E-03   1.407952E-11   1.091818E-03
   1.729462E-08  -7.349994E-03   1.415187E-11   1.092979E-03
   1.736447E-08  -7.346687E-03   1.422455E-11   1.094152E-03
   1.743460E-08  -7.343375E-03   1.429749E-11   1.095362E-03
   1.750501E-08  -7.340059E-03   1.437080E-11   1.096570E-03
   1.757570E-08  -7.336741E-03   1.444448E-11   1.097778E-03
   1.764669E-08  -7.333421E-03   1.451854E-11   1.098986E-03
   1.771796E-08  -7.330097E-03   1.459298E-11   1.100192E-03
   1.778951E-08  -7.326772E-03   1.466781E-11   1.101398E-03
   1.786136E-08  -7.323443E-03   1.474302E-11   1.102603E-03
   1.793350E-08  -7.320112E-03   1.481862E-11   1.103808E-03
   1.800592E-08  -7.316779E-03   1.489461E-11   1.105012E-03
   1.807864E-08  -7.313442E-03   1.497098E-11   1.106214E-03
   1.815166E-08  -7.310103E-03   1.504775E-11   1.107416E-03
   1.822496E-08  -7.306762E-03   1.512491E-11   1.108618E-03
   1.829857E-08  -7.303418E-03   1.520247E-11   1.109819E-03
   1.837247E-08  -7.300071E-03   1.528042E-11   1.111018E-03
   1.844667E-08  -7.296722E-03   1.535878E-11   1.112218E-03
   1.852117E-08  -7.293370E-03   1.543754E-11   1.113416E-03
   1.859597E-08  -7.290016E-03   1.551670E-11   1.114614E-03
   1.867107E-08  -7.286659E-03   1.559627E-11   1.115811E-03
   1.874648E-08  -7.283299E-03   1.567625E-11   1.117007E-03
   1.882219E-08  -7.279937E-03   1.575664E-11   1.118203E-03
   1.889821E-08  -7.276572E-03   1.583744E-11   1.119397E-03
   1.897453E-08  -7.273205E-03   1.591865E-11   1.120591E-03
   1.905116E-08  -7.269835E-03   1.600029E-11   1.121784E-03
   1.912810E-08  -7.266462E-03   1.608234E-11   1.122977E-03
   1.920536E-08  -7.263087E-03   1.616482E-11   1.124169E-03
   1.928292E-08  -7.259709E-03   1.624771E-11   1.125360E-03
   1.936080E-08  -7.256329E-03   1.633104E-11   1.126550E-03
   1.943899E-08  -7.252946E-03   1.641479E-11   1.127739E-03
   1.951750E-08  -7.249560E-03   1.649898E-11   1.128929E-03
   1.959632E-08  -7.246172E-03   1.658359E-11   1.130117E-03
   1.967546E-08  -7.242781E-03   1.666864E-11   1.131304E-03
   1.975493E-08  -7.239386E-03   1.675405E-11   1.132511E-03
   1.983471E-08  -7.235985E-03   1.683977E-11   1.133748E-03
   1.991482E-08  -7.232581E-03   1.692593E-11   1.134984E-03
   1.999525E-08  -7.229175E-03   1.701254E-11   1.136220E-03
   2.007600E-08  -7.225766E-03   1.709958E-11   1.137455E-03
   2.015708E-08  -7.222354E-03   1.718707E-11   1.138689E-03
   2.023849E-08  -7.218940E-03   1.727502E-11   1.139922E-03
   2.032022E-08  -7.215523E-03   1.736342E-11   1.141155E-03
   2.040229E-08  -7.212104E-03   1.745226E-11   1.142386E-03
   2.048469E-08  -7.208682E-03   1.754156E-11   1.143617E-03
   2.056742E-08  -7.205258E-03   1.763132E-11   1.144847E-03
   2.065048E-08  -7.201831E-03   1.772154E-11   1.146076E-03
   2.073389E-08  -7.198401E-03   1.781222E-11   1.147305E-03
   2.081762E-08  -7.194969E-03   1.790337E-11   1.148533E-03
   2.090170E-08  -7.191534E-03   1.799498E-11   1.149759E-03
   2.098611E-08  -7.188097E-03   1.808706E-11   1.150985E-03
   2.107087E-08  -7.184657E-03   1.817962E-11   1.152210E-03
   2.115597E-08  -7.181214E-03   1.827265E-11   1.153435E-03
   2.124141E-08  -7.177769E-03   1.836616E-11   1.154659E-03
   2.132720E-08  -7.174321E-03   1.846015E-11   1.155882E-03
   2.141333E-08  -7.170871E-03   1.855461E-11   1.157103E-03
   2.149981E-08  -7.167388E-03   1.864950E-11   1.158324E-03
   2.158664E-08  -7.163805E-03   1.874468E-11   1.159540E-03
   2.167382E-08  -7.160219E-03   1.884036E-11   1.160756E-03
   2.176136E-08  -7.156630E-03   1.893652E-11   1.161971E-03
   2.184924E-08  -7.153039E-03   1.903317E-11   1.163185E-03
   2.193748E-08  -7.149446E-03   1.913032E-11   1.164399E-03
   2.202608E-08  -7.145849E-03   1.922796E-11   1.165611E-03
   2.211504E-08  -7.142251E-03   1.932610E-11   1.166823E-03
   2.220435E-08  -7.138650E-03   1.942475E-11   1.168034E-03
   2.229403E-08  -7.135046E-03   1.952390E-11   1.169245E-03
   2.238407E-08  -7.131440E-03   1.962355E-11   1.170454E-03
   2.247447E-08  -7.127825E-03   1.972358E-11   1.171689E-03
   2.256524E-08  -7.124203E-03   1.982400E-11   1.172949E-03
   2.265637E-08  -7.120579E-03   1.992494E-11   1.174209E-03
   2.274787E-08  -7.116952E-03   2.002639E-11   1.175467E-03
   2.283974E-08  -7.113322E-03   2.012835E-11   1.176725E-03
   2.293198E-08  -7.109690E-03   2.023083E-11   1.177981E-03
   2.302460E-08  -7.106056E-03   2.033384E-11   1.179237E-03
   2.311759E-08  -7.102419E-03   2.043737E-11   1.180492E-03
   2.321095E-08  -7.098779E-03   2.054143E-11   1.181746E-03
   2.330469E-08  -7.095137E-03   2.064602E-11   1.182999E-03
   2.339881E-08  -7.091492E-03   2.075115E-11   1.184251E-03
   2.349331E-08  -7.087845E-03   2.085681E-11   1.185502E-03
   2.358819E-08  -7.084195E-03   2.096301E-11   1.186753E-03
   2.368346E-08  -7.080543E-03   2.106975E-11   1.188003E-03
   2.377911E-08  -7.076888E-03   2.117704E-11   1.189252E-03
   2.387514E-08  -7.073231E-03   2.128488E-11   1.190499E-03
   2.397157E-08  -7.069572E-03   2.139326E-11   1.191746E-03
   2.406838E-08  -7.065909E-03   2.150219E-11   1.192992E-03
   2.416559E-08  -7.062245E-03   2.161169E-11   1.194238E-03
   2.426318E-08  -7.058578E-03   2.172175E-11   1.195482E-03
   2.436117E-08  -7.054908E-03   2.183235E-11   1.196725E-03
   2.445956E-08  -7.051236E-03   2.194353E-11   1.197968E-03
   2.455834E-08  -7.047561E-03   2.205528E-11   1.199210E-03
   2.465753E-08  -7.043884E-03   2.216759E-11   1.200451E-03
   2.475711E-08  -7.040204E-03   2.228048E-11   1.201690E-03
   2.485710E-08  -7.036522E-03   2.239395E-11   1.202930E-03
   2.495749E-08  -7.032838E-03   2.250799E-11   1.204168E-03
   2.505828E-08  -7.029151E-03   2.262262E-11   1.205405E-03
   2.515948E-08  -7.025461E-03   2.273782E-11   1.206641E-03
   2.526109E-08  -7.021769E-03   2.285362E-11   1.207877E-03
   2.536311E-08  -7.018075E-03   2.297001E-11   1.209112E-03
   2.546555E-08  -7.014378E-03   2.308700E-11   1.210346E-03
   2.556839E-08  -7.010671E-03   2.320438E-11   1.211613E-03
   2.567166E-08  -7.006959E-03   2.332225E-11   1.212899E-03
   2.577534E-08  -7.003244E-03   2.344071E-11   1.214184E-03
   2.587943E-08  -6.999526E-03   2.355978E-11   1.215467E-03
   2.598395E-08  -6.995806E-03   2.367945E-11   1.216750E-03
   2.608889E-08  -6.992084E-03   2.379973E-11   1.218031E-03
   2.619426E-08  -6.988359E-03   2.392064E-11   1.219312E-03
   2.630005E-08  -6.984632E-03   2.404215E-11   1.220592E-03
   2.640626E-08  -6.980902E-03   2.416427E-11   1.221871E-03
   2.651291E-08  -6.977169E-03   2.428704E-11   1.223149E-03
   2.661999E-08  -6.973435E-03   2.441040E-11   1.224426E-03
   2.672750E-08  -6.969697E-03   2.453442E-11   1.225702E-03
   2.683544E-08  -6.965958E-03   2.465905E-11   1.226977E-03
   2.694382E-08  -6.962216E-03   2.478433E-11   1.228252E-03
   2.705264E-08  -6.958471E-03   2.491023E-11   1.229524E-03
   2.716189E-08  -6.954724E-03   2.503678E-11   1.230797E-03
   2.727159E-08  -6.950975E-03   2.516398E-11   1.232068E-03
   2.738173E-08  -6.947223E-03   2.529182E-11   1.233339E-03
   2.749232E-08  -6.943468E-03   2.542031E-11   1.234608E-03
   2.760335E-08  -6.939712E-03   2.554945E-11   1.235876E-03
   2.771483E-08  -6.935952E-03   2.567926E-11   1.237144E-03
   2.782676E-08  -6.932191E-03   2.580973E-11   1.238411E-03
   2.793914E-08  -6.928427E-03   2.594085E-11   1.239676E-03
   2.805198E-08  -6.924660E-03   2.607265E-11   1.240941E-03
   2.816527E-08  -6.920891E-03   2.620512E-11   1.242205E-03
   2.827902E-08  -6.917120E-03   2.633827E-11   1.243468E-03
   2.839323E-08  -6.913346E-03   2.647209E-11   1.244730E-03
   2.850790E-08  -6.909570E-03   2.660659E-11   1.245990E-03
   2.862304E-08  -6.905792E-03   2.674178E-11   1.247250E-03
   2.873864E-08  -6.902011E-03   2.687766E-11   1.248510E-03
   2.885470E-08  -6.898227E-03   2.701423E-11   1.249768E-03
   2.897124E-08  -6.894441E-03   2.715149E-11   1.251025E-03
   2.908824E-08  -6.890645E-03   2.728916E-11   1.252323E-03
   2.920572E-08  -6.886844E-03   2.742743E-11   1.253632E-03
   2.932367E-08  -6.883040E-03   2.756642E-11   1.254941E-03
   2.944210E-08  -6.879234E-03   2.770611E-11   1.256249E-03
   2.956101E-08  -6.875426E-03   2.784650E-11   1.257555E-03
   2.968039E-08  -6.871615E-03   2.798763E-11   1.258861E-03
   2.980026E-08  -6.867802E-03   2.812945E-11   1.260166E-03
   2.992061E-08  -6.863986E-03   2.827200E-11   1.261469E-03
   3.004145E-08  -6.860168E-03   2.841528E-11   1.262772E-03
   3.016278E-08  -6.856348E-03   2.855928E-11   1.264073E-03
   3.028460E-08  -6.852525E-03   2.870401E-11   1.265373E-03
   3.040691E-08  -6.848700E-03   2.884948E-11   1.266673E-03
   3.052971E-08  -6.844872E-03   2.899569E-11   1.267972E-03
   3.065301E-08  -6.841042E-03   2.914264E-11   1.269269E-03
   3.077681E-08  -6.837210E-03   2.929033E-11   1.270565E-03
   3.090111E-08  -6.833375E-03   2.943878E-11   1.271861E-03
   3.102590E-08  -6.829538E-03   2.958799E-11   1.273155E-03
   3.115121E-08  -6.825698E-03   2.973793E-11   1.274448E-03
   3.127702E-08  -6.821856E-03   2.988867E-11   1.275741E-03
   3.140333E-08  -6.818012E-03   3.004015E-11   1.277032E-03
   3.153016E-08  -6.814165E-03   3.019240E-11   1.278322E-03
   3.165750E-08  -6.810316E-03   3.034544E-11   1.279611E-03
   3.178536E-08  -6.806465E-03   3.049924E-11   1.280899E-03
   3.191373E-08  -6.802611E-03   3.065383E-11   1.282187E-03
   3.204262E-08  -6.798755E-03   3.080920E-11   1.283473E-03
   3.217202E-08  -6.794897E-03   3.096536E-11   1.284758E-03
   3.230196E-08  -6.791036E-03   3.112233E-11   1.286042E-03
   3.243241E-08  -6.787173E-03   3.128008E-11   1.287325E-03
   3.256340E-08  -6.783307E-03   3.143863E-11   1.288607E-03
   3.269491E-08  -6.779440E-03   3.159799E-11   1.289888E-03
   3.282695E-08  -6.775569E-03   3.175816E-11   1.291169E-03
   3.295953E-08  -6.771697E-03   3.191915E-11   1.292448E-03
   3.309264E-08  -6.767813E-03   3.208054E-11   1.293775E-03
   3.322629E-08  -6.763925E-03   3.224270E-11   1.295108E-03
   3.336048E-08  -6.760035E-03   3.240569E-11   1.296439E-03
   3.349521E-08  -6.756143E-03   3.256949E-11   1.297769E-03
   3.363049E-08  -6.752248E-03   3.273413E-11   1.299098E-03
   3.376631E-08  -6.748352E-03   3.289960E-11   1.300426E-03
   3.390268E-08  -6.744452E-03   3.306591E-11   1.301753E-03
   3.403961E-08  -6.740551E-03   3.323306E-11   1.303078E-03
   3.417708E-08  -6.736647E-03   3.340107E-11   1.304403E-03
   3.431511E-08  -6.732741E-03   3.356991E-11   1.305726E-03
   3.445370E-08  -6.728832E-03   3.373962E-11   1.307049E-03
   3.459284E-08  -6.724921E-03   3.391018E-11   1.308370E-03
   3.473255E-08  -6.721008E-03   3.408161E-11   1.309690E-03
   3.487283E-08  -6.717092E-03   3.425392E-11   1.311009E-03
   3.501367E-08  -6.713175E-03   3.442709E-11   1.312327E-03
   3.515507E-08  -6.709175E-03   3.460083E-11   1.313641E-03
   3.529705E-08  -6.705102E-03   3.477516E-11   1.314951E-03
   3.543961E-08  -6.701027E-03   3.495040E-11   1.316261E-03
   3.558274E-08  -6.696950E-03   3.512650E-11   1.317569E-03
   3.572644E-08  -6.692870E-03   3.530348E-11   1.318876E-03
   3.587073E-08  -6.688788E-03   3.548138E-11   1.320182E-03
   3.601560E-08  -6.684704E-03   3.566017E-11   1.321487E-03
   3.616105E-08  -6.680618E-03   3.583986E-11   1.322790E-03
   3.630710E-08  -6.676529E-03   3.602045E-11   1.324093E-03
   3.645373E-08  -6.672439E-03   3.620198E-11   1.325394E-03
   3.660095E-08  -6.668345E-03   3.638440E-11   1.326694E-03
   3.674877E-08  -6.664250E-03   3.656775E-11   1.327994E-03
   3.689719E-08  -6.660153E-03   3.675203E-11   1.329292E-03
   3.704620E-08  -6.656053E-03   3.693724E-11   1.330589E-03
   3.719582E-08  -6.651952E-03   3.712339E-11   1.331885E-03
   3.734604E-08  -6.647848E-03   3.731047E-11   1.333180E-03
   3.749687E-08  -6.643741E-03   3.749849E-11   1.334475E-03
   3.764831E-08  -6.639616E-03   3.768688E-11   1.335823E-03
   3.780036E-08  -6.635489E-03   3.787623E-11   1.337170E-03
   3.795302E-08  -6.631359E-03   3.806652E-11   1.338517E-03
   3.810630E-08  -6.627228E-03   3.825778E-11   1.339861E-03
   3.826020E-08  -6.623094E-03   3.844999E-11   1.341205E-03
   3.841472E-08  -6.618958E-03   3.864319E-11   1.342548E-03
   3.856986E-08  -6.614820E-03   3.883736E-11   1.343889E-03
   3.872563E-08  -6.610679E-03   3.903250E-11   1.345230E-03
   3.888203E-08  -6.606537E-03   3.922862E-11   1.346568E-03
   3.903906E-08  -6.602392E-03   3.942573E-11   1.347906E-03
   3.919673E-08  -6.598245E-03   3.962383E-11   1.349242E-03
   3.935503E-08  -6.594096E-03   3.982294E-11   1.350578E-03
   3.951397E-08  -6.589945E-03   4.002305E-11   1.351912E-03
   3.967356E-08  -6.585791E-03   4.022417E-11   1.353245E-03
   3.983379E-08  -6.581636E-03   4.042629E-11   1.354577E-03
   3.999466E-08  -6.577478E-03   4.062945E-11   1.355908E-03
   4.015619E-08  -6.573318E-03   4.083362E-11   1.357237E-03
   4.031836E-08  -6.569156E-03   4.103882E-11   1.358565E-03
   4.048120E-08  -6.564992E-03   4.124506E-11   1.359892E-03
   4.064469E-08  -6.560826E-03   4.145233E-11   1.361218E-03
   4.080884E-08  -6.556657E-03   4.166065E-11   1.362542E-03
   4.097365E-08  -6.552487E-03   4.187003E-11   1.363866E-03
   4.113913E-08  -6.548314E-03   4.208044E-11   1.365188E-03
   4.130528E-08  -6.544139E-03   4.229193E-11   1.366509E-03
   4.147209E-08  -6.539962E-03   4.250448E-11   1.367828E-03
   4.163959E-08  -6.535784E-03   4.271812E-11   1.369147E-03
   4.180775E-08  -6.531603E-03   4.293281E-11   1.370464E-03
   4.197660E-08  -6.527419E-03   4.314859E-11   1.371780E-03
   4.214613E-08  -6.523234E-03   4.336546E-11   1.373095E-03
   4.231634E-08  -6.519047E-03   4.358343E-11   1.374409E-03
   4.248725E-08  -6.514857E-03   4.380249E-11   1.375722E-03
   4.265884E-08  -6.510663E-03   4.402256E-11   1.377042E-03
   4.283112E-08  -6.506453E-03   4.424312E-11   1.378409E-03
   4.300410E-08  -6.502241E-03   4.446479E-11   1.379774E-03
   4.317778E-08  -6.498027E-03   4.468759E-11   1.381139E-03
   4.335216E-08  -6.493811E-03   4.491148E-11   1.382502E-03
   4.352725E-08  -6.489592E-03   4.513652E-11   1.383863E-03
   4.370304E-08  -6.485372E-03   4.536268E-11   1.385224E-03
   4.387954E-08  -6.481149E-03   4.558998E-11   1.386583E-03
   4.405676E-08  -6.476925E-03   4.581842E-11   1.387941E-03
   4.423469E-08  -6.472698E-03   4.604801E-11   1.389297E-03
   4.441334E-08  -6.468469E-03   4.627876E-11   1.390653E-03
   4.459271E-08  -6.464238E-03   4.651067E-11   1.392007E-03
   4.477280E-08  -6.460006E-03   4.674374E-11   1.393359E-03
   4.495362E-08  -6.455771E-03   4.697797E-11   1.394711E-03
   4.513518E-08  -6.451534E-03   4.721340E-11   1.396061E-03
   4.531746E-08  -6.447295E-03   4.745001E-11   1.397410E-03
   4.550048E-08  -6.443054E-03   4.768780E-11   1.398757E-03
   4.568425E-08  -6.438811E-03   4.792679E-11   1.400103E-03
   4.586875E-08  -6.434566E-03   4.816699E-11   1.401449E-03
   4.605400E-08  -6.430319E-03   4.840838E-11   1.402792E-03
   4.623999E-08  -6.426070E-03   4.865100E-11   1.404135E-03
   4.642674E-08  -6.421819E-03   4.889483E-11   1.405476E-03
   4.661424E-08  -6.417566E-03   4.913989E-11   1.406815E-03
   4.680250E-08  -6.413311E-03   4.938619E-11   1.408154E-03
   4.699152E-08  -6.409054E-03   4.963371E-11   1.409491E-03
   4.718131E-08  -6.404795E-03   4.988248E-11   1.410827E-03
   4.737186E-08  -6.400534E-03   5.013251E-11   1.412162E-03
   4.756318E-08  -6.396271E-03   5.038379E-11   1.413495E-03
   4.775527E-08  -6.392006E-03   5.063632E-11   1.414827E-03
   4.794813E-08  -6.387739E-03   5.089015E-11   1.416158E-03
   4.814178E-08  -6.383470E-03   5.114524E-11   1.417487E-03
   4.833621E-08  -6.379199E-03   5.140162E-11   1.418815E-03
   4.853142E-08  -6.374922E-03   5.165904E-11   1.420158E-03
   4.872743E-08  -6.370631E-03   5.191715E-11   1.421541E-03
   4.892422E-08  -6.366338E-03   5.217652E-11   1.422922E-03
   4.912181E-08  -6.362043E-03   5.243721E-11   1.424302E-03
   4.932019E-08  -6.357747E-03   5.269920E-11   1.425681E-03
   4.951938E-08  -6.353448E-03   5.296253E-11   1.427059E-03
   4.971937E-08  -6.349147E-03   5.322714E-11   1.428434E-03
   4.992017E-08  -6.344844E-03   5.349310E-11   1.429809E-03
   5.012178E-08  -6.340540E-03   5.376039E-11   1.431182E-03
   5.032421E-08  -6.336233E-03   5.402902E-11   1.432554E-03
   5.052745E-08  -6.331925E-03   5.429901E-11   1.433925E-03
   5.073152E-08  -6.327615E-03   5.457032E-11   1.435293E-03
   5.093640E-08  -6.323302E-03   5.484302E-11   1.436661E-03
   5.114212E-08  -6.318988E-03   5.511708E-11   1.438027E-03
   5.134866E-08  -6.314672E-03   5.539250E-11   1.439392E-03
   5.155604E-08  -6.310354E-03   5.566933E-11   1.440756E-03
   5.176426E-08  -6.306034E-03   5.594751E-11   1.442117E-03
   5.197332E-08  -6.301712E-03   5.622711E-11   1.443478E-03
   5.218322E-08  -6.297388E-03   5.650811E-11   1.444837E-03
   5.239397E-08  -6.293063E-03   5.679053E-11   1.446195E-03
   5.260558E-08  -6.288735E-03   5.707437E-11   1.447552E-03
   5.281803E-08  -6.284406E-03   5.735960E-11   1.448907E-03
   5.303135E-08  -6.280075E-03   5.764628E-11   1.450260E-03
   5.324552E-08  -6.275742E-03   5.793439E-11   1.451613E-03
   5.346056E-08  -6.271406E-03   5.822396E-11   1.452964E-03
   5.367647E-08  -6.266900E-03   5.851379E-11   1.454306E-03
   5.389325E-08  -6.262392E-03   5.880505E-11   1.455647E-03
   5.411091E-08  -6.257883E-03   5.909779E-11   1.456987E-03
   5.432945E-08  -6.253371E-03   5.939197E-11   1.458325E-03
   5.454886E-08  -6.248858E-03   5.968763E-11   1.459662E-03
   5.476917E-08  -6.244344E-03   5.998479E-11   1.460998E-03
   5.499036E-08  -6.239827E-03   6.028340E-11   1.462332E-03
   5.521245E-08  -6.235300E-03   6.058309E-11   1.463688E-03
   5.543544E-08  -6.230756E-03   6.088358E-11   1.465076E-03
   5.565932E-08  -6.226212E-03   6.118560E-11   1.466464E-03
   5.588411E-08  -6.221665E-03   6.148911E-11   1.467850E-03
   5.610981E-08  -6.217116E-03   6.179413E-11   1.469234E-03
   5.633642E-08  -6.212566E-03   6.210068E-11   1.470617E-03
